stopId,countryIso,countryUrl,stopName,stopTypeGroup,stopLat,stopLon,stopDesc,datetime,tags
bc68ecdc-6a05-46a1-b01a-9b3d11b1a7a3,VNM,vietnam,Stop 26 1 S1,bus,21.03138472999851,105.76809909631172,,2025-09-21T05:06:19+07:00,{'name': 'Đối Diện Nhà CT2B KĐT Mỹ Đình - Lê Đức Thọ'}
496417bc-75a8-4471-b630-6580986cfc3b,VNM,vietnam,random,bus,21.03373507822106,105.76967358439538,,2025-09-21T05:06:49+07:00,"{'name': 'Trường Nhật Bản Hà Nội, Phố Hàm Nghi, Khu đô thị Mỹ Đình 2, Phường Từ Liêm, Thành phố Hà Nội, 10085, Việt Nam'}"
aedd2d52-1c93-466e-b3e5-1119889658ea,VNM,vietnam,random,bus,21.036001089472055,105.77121364992979,,2025-09-21T05:07:19+07:00,"{'name': 'Ngõ 5 Lê Đức Thọ, Phường Từ Liêm, Thành phố Hà Nội, 10085, Việt Nam'}"
8cf0232e-ebc4-4f84-b35a-444e98cdfd46,VNM,vietnam,Stop 26 1 S2,bus,21.036071254017784,105.77120135776062,,2025-09-21T05:07:19+07:00,{'name': 'Đối Diện Trung Ương Hội KHH Gia Đình Việt Nam - Lê Đức Thọ'}
1f959bbb-61c3-405a-94d9-7852cd315405,VNM,vietnam,random,bus,21.03794933218708,105.7735343595981,,2025-09-21T05:07:49+07:00,"{'name': 'Trường Cán bộ quản lý Văn hóa, Thể thao và Du lịch, 128A, Đường Hồ Tùng Mậu, Phường Phú Diễn, Thành phố Hà Nội, 10085, Việt Nam'}"
66f5fbf2-4b7d-4ec1-ae10-c4502589f414,VNM,vietnam,Stop 26 1 S3,bus,21.037934480218265,105.77361313162989,,2025-09-21T05:10:36+07:00,{'name': 'Ga Lê Đức Thọ - Hồ Tùng Mậu'}
16bc01c6-2533-4980-a834-ce4903973e8e,VNM,vietnam,random,bus,21.037286366937817,105.7759319570449,,2025-09-21T05:11:06+07:00,"{'name': 'Đường Hồ Tùng Mậu, Phường Phú Diễn, Thành phố Hà Nội, 10085, Việt Nam'}"
297c62a3-92c4-4768-a957-0dfb6a26edcf,VNM,vietnam,random,bus,21.036656647684445,105.7781797000058,,2025-09-21T05:11:36+07:00,"{'name': '52, Đường Hồ Tùng Mậu, Phường Phú Diễn, Thành phố Hà Nội, 10085, Việt Nam'}"
d4c5ed36-9068-46fb-9523-b30b28b3dbc9,VNM,vietnam,Stop 26 1 S4,bus,21.036677497533613,105.77823835333072,,2025-09-21T05:11:44+07:00,{'name': 'Số 9 Hồ Tùng Mậu'}
6100f529-6fa3-4623-bc8c-26295ca3febf,VNM,vietnam,Stop 26 1 S5,bus,21.0366908079234,105.78210470941976,,2025-09-21T05:12:01+07:00,{'name': 'Số 241 Xuân Thủy (Đối Diện ĐH Quốc Gia)'}
b96fbc69-2d4a-40ef-9bc4-fc64a328daeb,VNM,vietnam,random,bus,21.036460995456313,105.78597092690131,,2025-09-21T05:12:31+07:00,"{'name': '169d, Đường Xuân Thủy, Phường Cầu Giấy, Thành phố Hà Nội, 10141, Việt Nam'}"
0eb20e65-260e-47c5-bce5-d00ad364f2d6,VNM,vietnam,Stop 26 1 S6,bus,21.03638270138422,105.78596175834664,,2025-09-21T05:12:32+07:00,{'name': 'Siêu Thị Điện Máy Pico - 173 Xuân Thủy - Làng Vòng - Dịch Vọng Hậu'}
fe693451-51ca-44b5-8a8b-b818e4f0a138,VNM,vietnam,random,bus,21.03655452071712,105.78875652628822,,2025-09-21T05:13:02+07:00,"{'name': 'Học viện Báo chí và Tuyên truyền, 36, Đường Xuân Thủy, Phường Cầu Giấy, Thành phố Hà Nội, 10141, Việt Nam'}"
4599fd5c-1324-452b-aae5-5e315e68c558,VNM,vietnam,Stop 26 1 S7,bus,21.036515911577986,105.78877990491313,,2025-09-21T05:13:05+07:00,{'name': 'Số 79 Xuân Thủy (Đối Diện Học Viện Báo Chí Và Tuyên Truyền)'}
bc5a8ab6-203e-4a33-bf5c-30a6a7547ece,VNM,vietnam,Stop 26 1 S8,bus,21.03587417110285,105.79154496682311,,2025-09-21T05:13:31+07:00,{'name': '331 Cầu Giấy'}
b8c1b371-1116-4393-87e7-c71012cfdb38,VNM,vietnam,random,bus,21.034972216564327,105.79423317945533,,2025-09-21T05:14:01+07:00,"{'name': 'Discovery Complex, 302, Đường Cầu Giấy, Phường Cầu Giấy, Thành phố Hà Nội, 10141, Việt Nam'}"
0bacad5c-64e9-46a9-86ce-be2559b2ff82,VNM,vietnam,Stop 26 1 S9,bus,21.034958541785112,105.79424372264393,,2025-09-21T05:14:47+07:00,{'name': 'Số 271 Cầu Giấy (Ga Chùa Hà)'}
d900e1a8-c275-4dac-9787-4dccb8bb459b,VNM,vietnam,random,bus,21.03380665023888,105.79654854304206,,2025-09-21T05:15:17+07:00,"{'name': 'Ngõ 201 Đường Cầu Giấy, Phường Cầu Giấy, Thành phố Hà Nội, 10141, Việt Nam'}"
85923ec1-b4f8-4941-847a-50759f95c87e,VNM,vietnam,random,bus,21.032854375928267,105.79880825147512,,2025-09-21T05:15:47+07:00,"{'name': 'Đường Cầu Giấy, Phường Nghĩa Đô, Thành phố Hà Nội, 10198, Việt Nam'}"
c6ef19eb-ebdf-45a5-9c50-a03634aa21c8,VNM,vietnam,Stop 26 1 S10,bus,21.03277377380799,105.79885894909222,,2025-09-21T05:17:16+07:00,{'name': '165 Cầu Giấy - Bưu Điện Cầu Giấy - Quan Hoa'}
c1b2970f-a599-4d85-805a-458dc44c2f0f,VNM,vietnam,Stop 26 1 S11,bus,21.028954538083,105.80433184670477,,2025-09-21T05:17:23+07:00,{'name': 'Điểm Trung Chuyển Cầu Giấy - GTVT 02'}
51a75007-507f-41f2-8881-1b3fae269377,VNM,vietnam,random,bus,21.028404138293908,105.8067727172672,,2025-09-21T05:17:53+07:00,"{'name': 'Vietcombank, 649, Đường La Thành, Phường Giảng Võ, Thành phố Hà Nội, 10298, Việt Nam'}"
8dbbfa5b-29f3-4ea8-87d5-16928e029369,VNM,vietnam,random,bus,21.027861264778426,105.80919932436555,,2025-09-21T05:18:23+07:00,"{'name': 'Ngách 38 Ngõ 575 Phố Kim Mã, Phường Giảng Võ, Thành phố Hà Nội, 10080, Việt Nam'}"
b8dab687-687e-4f40-bff0-0e90d3e0bf1b,VNM,vietnam,Stop 26 1 S12,bus,21.027794668132465,105.8092371337488,,2025-09-21T05:18:33+07:00,{'name': '989-991 Đê La Thành - Ngọc Khánh'}
11302da2-0976-4ce0-ac2e-07e9fa01e483,VNM,vietnam,random,bus,21.025102610489185,105.80948222668545,,2025-09-21T05:19:03+07:00,"{'name': 'Bệnh viện Nhi Trung ương, 18, Ngõ 879 La Thành, Phường Láng, Thành phố Hà Nội, 10080, Việt Nam'}"
4b21c638-cc92-42eb-a6b4-25f83fcb446d,VNM,vietnam,random,bus,21.02237894233165,105.80965555192343,,2025-09-21T05:19:33+07:00,"{'name': 'Đường Nguyễn Chí Thanh, Phường Giảng Võ, Thành phố Hà Nội, 10080, Việt Nam'}"
cf9b40ab-0f91-49e0-a53a-baa1adc394ee,VNM,vietnam,Stop 26 1 S13,bus,21.02235773442124,105.80966707607692,,2025-09-21T05:20:51+07:00,{'name': 'Đối Diện Đại Học Luật Hà Nội - Nguyễn Chí Thanh'}
44b6c040-48b1-413f-97ff-f956cf4192f8,VNM,vietnam,random,bus,21.01924506065795,105.80994713045688,,2025-09-21T05:21:21+07:00,"{'name': 'Trung tâm Lưu trữ lịch sử thành phố Hà Nội, 20, Phố Huỳnh Thúc Kháng, Phường Giảng Võ, Thành phố Hà Nội, 11513, Việt Nam'}"
5c7ea662-a195-4358-96eb-664fe1a4d4d3,VNM,vietnam,Stop 26 1 S14,bus,21.019251224052613,105.80991927422603,,2025-09-21T05:23:43+07:00,{'name': '57A Huỳnh Thúc Kháng'}
800c1af4-d863-40a0-92c3-59b96433af56,VNM,vietnam,random,bus,21.01750799833837,105.81340135253765,,2025-09-21T05:24:13+07:00,"{'name': 'Chi nhánh Phân phối sản phẩm lọc dầu Nghi Sơn, 6, Phố Huỳnh Thúc Kháng, Phường Giảng Võ, Thành phố Hà Nội, 10167, Việt Nam'}"
8120e1cc-8d5a-4b22-9d93-4d1809790ce4,VNM,vietnam,Stop 26 1 S15,bus,21.01743146950325,105.81347608640424,,2025-09-21T05:24:55+07:00,{'name': '7 Huỳnh Thúc Kháng - Cạnh Đài Truyền Hình Hà Nội'}
388e376e-0fd0-4441-9a52-2ec6b1ea4dc8,VNM,vietnam,random,bus,21.01593484930284,105.81641452760563,,2025-09-21T05:25:25+07:00,"{'name': '356, Phố Thái Hà, Phường Ô Chợ Dừa, Thành phố Hà Nội, 10167, Việt Nam'}"
2c51211a-381d-4bf1-9c9b-3a9f7a6f095f,VNM,vietnam,Stop 26 1 S16,bus,21.01598275987681,105.81627527422593,,2025-09-21T05:27:42+07:00,{'name': 'Trạm Biến Áp F3 Thành Công - 171 Thái Hà'}
11ece979-18d8-40ac-ad3d-aec5347ebf59,VNM,vietnam,Stop 26 1 S17,bus,21.012782169143538,105.81891599375142,,2025-09-21T05:28:11+07:00,{'name': '131 Thái Hà'}
b6080e7c-aad5-47d7-bd2b-b4f04186100a,VNM,vietnam,random,bus,21.01149183382811,105.82096122713186,,2025-09-21T05:28:41+07:00,"{'name': 'Phố Trung Liệt, Phường Đống Đa, Thành phố Hà Nội, 10167, Việt Nam'}"
289787eb-de90-4ef7-87d9-95de2fd12492,VNM,vietnam,Stop 26 1 S18,bus,21.01015606071452,105.82309331285249,,2025-09-21T05:29:03+07:00,{'name': '3 Thái Hà - Bể Bơi Thái Hà'}
7a4d8c03-6401-47e6-9639-cebebd8e8808,VNM,vietnam,random,bus,21.00881661942427,105.82569626132802,,2025-09-21T05:29:33+07:00,"{'name': '82, Phố Chùa Bộc, Phường Kim Liên, Thành phố Hà Nội, 11415, Việt Nam'}"
576dc7e7-1a2c-4e0a-bad9-a8827a19493f,VNM,vietnam,Stop 26 1 S19,bus,21.00882135624758,105.82564709565823,,2025-09-21T05:30:00+07:00,{'name': '251 Chùa Bộc'}
0f3d0bc3-1501-4449-8a7a-fef9f3eb247b,VNM,vietnam,random,bus,21.007636575420076,105.82814872733006,,2025-09-21T05:30:30+07:00,"{'name': '10, Phố Chùa Bộc, Phường Kim Liên, Thành phố Hà Nội, 11415, Việt Nam'}"
a9ff375a-f267-4278-87dc-a434da7d650e,VNM,vietnam,random,bus,21.00663858196189,105.83049506239638,,2025-09-21T05:31:00+07:00,"{'name': 'Công ty Cổ phần Hanel, 2, Phố Chùa Bộc, Phường Kim Liên, Thành phố Hà Nội, 11415, Việt Nam'}"
dfa23f9c-284f-4a13-a35c-40b9e4961eb1,VNM,vietnam,Stop 26 1 S20,bus,21.006626779066966,105.8304860932537,,2025-09-21T05:31:39+07:00,{'name': '19-21 Chùa Bộc'}
a9293824-2540-4486-8910-a635e89bcc0a,VNM,vietnam,random,bus,21.00763962136588,105.83278364632778,,2025-09-21T05:32:09+07:00,"{'name': 'Glam Accessories, 101E C1, Phố Phạm Ngọc Thạch, Phường Kim Liên, Thành phố Hà Nội, 11415, Việt Nam'}"
e276616d-9102-4364-ab68-49a13d51f63a,VNM,vietnam,Stop 26 1 S21,bus,21.00771058505116,105.83275460571733,,2025-09-21T05:32:58+07:00,{'name': 'Siêu Thị Uni Mart - 8 Phạm Ngọc Thạch'}
8c5dc60c-3406-40e2-aa75-e3f5f05eda9d,VNM,vietnam,random,bus,21.00915862823222,105.83546953157683,,2025-09-21T05:33:28+07:00,"{'name': 'Ngõ 43 Phạm Ngọc Thạch, Khu tập thể Kim Liên, Phường Kim Liên, Thành phố Hà Nội, 10306, Việt Nam'}"
