stopId,countryIso,countryUrl,stopName,stopTypeGroup,stopLat,stopLon,stopDesc,datetime,tags
68bc60c5-a4f2-4b64-a155-15149ec1d8cd,VNM,vietnam,Stop 26 1 S1,bus,21.03138472999851,105.76809909631172,,2025-10-11T05:05:36+07:00,{'name': 'Đối Diện Nhà CT2B KĐT Mỹ Đình - Lê Đức Thọ'}
2742085354349441530,VNM,vietnam,random,bus,21.033609342840958,105.7695928645861,,2025-10-11T05:06:06+07:00,"{'name': 'Phố Hàm Nghi, Phường Từ Liêm, Thành phố Hà Nội, 10085, Việt Nam'}"
7068d038-1687-4213-871c-dcc228bf329f,VNM,vietnam,Stop 26 1 S2,bus,21.036071254017784,105.77120135776062,,2025-10-11T05:06:35+07:00,{'name': 'Đối Diện Trung Ương Hội KHH Gia Đình Việt Nam - Lê Đức Thọ'}
8533895615183312317,VNM,vietnam,random,bus,21.037829744333575,105.77363119517,,2025-10-11T05:07:05+07:00,"{'name': 'Đường Hồ Tùng Mậu, Phường Từ Liêm, Thành phố Hà Nội, 10085, Việt Nam'}"
fa9d0114-995c-4e57-a0aa-7469e938f53e,VNM,vietnam,Stop 26 1 S3,bus,21.037934480218265,105.77361313162989,,2025-10-11T05:10:36+07:00,{'name': 'Ga Lê Đức Thọ - Hồ Tùng Mậu'}
3073429812650965430,VNM,vietnam,random,bus,21.037296014664463,105.77598608312272,,2025-10-11T05:11:06+07:00,"{'name': 'Đường Hồ Tùng Mậu, Phường Phú Diễn, Thành phố Hà Nội, 10085, Việt Nam'}"
5287278607035414309,VNM,vietnam,random,bus,21.036569572884016,105.77820018979386,,2025-10-11T05:11:36+07:00,"{'name': '15, Đường Hồ Tùng Mậu, Phường Từ Liêm, Thành phố Hà Nội, 10085, Việt Nam'}"
292d3a72-1dfe-44e7-b49a-f143c8594773,VNM,vietnam,Stop 26 1 S4,bus,21.036677497533613,105.77823835333072,,2025-10-11T05:11:44+07:00,{'name': 'Số 9 Hồ Tùng Mậu'}
3942346767120618367,VNM,vietnam,random,bus,21.036694114318166,105.7820463494136,,2025-10-11T05:12:14+07:00,"{'name': 'Trường Đại học Sư phạm Hà Nội, 136, Đường Xuân Thủy, Phường Cầu Giấy, Thành phố Hà Nội, 10141, Việt Nam'}"
c3b17553-51ef-46e4-8659-edb9a9184a50,VNM,vietnam,Stop 26 1 S5,bus,21.0366908079234,105.78210470941976,,2025-10-11T05:12:55+07:00,{'name': 'Số 241 Xuân Thủy (Đối Diện ĐH Quốc Gia)'}
1576292167656431380,VNM,vietnam,random,bus,21.036467554722304,105.78590183551282,,2025-10-11T05:13:25+07:00,"{'name': '169d, Đường Xuân Thủy, Phường Cầu Giấy, Thành phố Hà Nội, 10141, Việt Nam'}"
dddfdd9b-24e1-47eb-87a0-cd9b663e0751,VNM,vietnam,Stop 26 1 S6,bus,21.03638270138422,105.78596175834664,,2025-10-11T05:13:59+07:00,{'name': 'Siêu Thị Điện Máy Pico - 173 Xuân Thủy - Làng Vòng - Dịch Vọng Hậu'}
8427075208640625714,VNM,vietnam,random,bus,21.036573576669063,105.78883725565504,,2025-10-11T05:14:29+07:00,"{'name': 'Học viện Báo chí và Tuyên truyền, 36, Đường Xuân Thủy, Phường Cầu Giấy, Thành phố Hà Nội, 10141, Việt Nam'}"
87c4d548-bb8a-41de-85be-d4a2bed6800b,VNM,vietnam,Stop 26 1 S7,bus,21.036515911577986,105.78877990491313,,2025-10-11T05:15:24+07:00,{'name': 'Số 79 Xuân Thủy (Đối Diện Học Viện Báo Chí Và Tuyên Truyền)'}
