stopId,countryIso,countryUrl,stopName,stopTypeGroup,stopLat,stopLon,stopDesc,datetime,tags
c672c629-45e4-4927-91ec-51d71cf556f2,VNM,vietnam,Stop 26 1 S1,bus,21.03138472999851,105.76809909631172,,2025-09-11T05:05:32+07:00,{'name': 'Đối Diện Nhà CT2B KĐT Mỹ Đình - Lê Đức Thọ'}
cad0829f-3146-40c4-970a-cdb1a76530cb,VNM,vietnam,random,bus,21.03370929106386,105.7696095099358,,2025-09-11T05:06:02+07:00,"{'name': 'Trường Nhật Bản Hà Nội, Phố Hàm Nghi, Khu đô thị Mỹ Đình 2, Phường Từ Liêm, Thành phố Hà Nội, 10085, Việt Nam'}"
fb1a5227-ef7a-4d4b-be2e-e3559baa9869,VNM,vietnam,random,bus,21.036015273226056,105.77117759204945,,2025-09-11T05:06:32+07:00,"{'name': 'Ngõ 5 Lê Đức Thọ, Phường Từ Liêm, Thành phố Hà Nội, 10085, Việt Nam'}"
892b1e79-3518-44bb-b50f-e7e51a372ade,VNM,vietnam,Stop 26 1 S2,bus,21.036071254017784,105.77120135776062,,2025-09-11T05:07:02+07:00,{'name': 'Đối Diện Trung Ương Hội KHH Gia Đình Việt Nam - Lê Đức Thọ'}
1d66aee0-283e-4cdf-bfe7-4e72728c66df,VNM,vietnam,random,bus,21.037947041234858,105.77360534838292,,2025-09-11T05:07:32+07:00,"{'name': 'Trường Cán bộ quản lý Văn hóa, Thể thao và Du lịch, 128A, Đường Hồ Tùng Mậu, Phường Phú Diễn, Thành phố Hà Nội, 10085, Việt Nam'}"
8610238b-2665-4f9f-95ac-ac7aebccb114,VNM,vietnam,Stop 26 1 S3,bus,21.037934480218265,105.77361313162989,,2025-09-11T05:10:09+07:00,{'name': 'Ga Lê Đức Thọ - Hồ Tùng Mậu'}
99fffac8-7976-48d4-9595-87fc0ab39a73,VNM,vietnam,random,bus,21.03732344900015,105.77592026038495,,2025-09-11T05:10:39+07:00,"{'name': 'Đường Hồ Tùng Mậu, Phường Phú Diễn, Thành phố Hà Nội, 10085, Việt Nam'}"
410a40dd-9efd-4c9e-a0b7-5a93e38222ce,VNM,vietnam,random,bus,21.036597841569318,105.77831815216129,,2025-09-11T05:11:09+07:00,"{'name': '15, Đường Hồ Tùng Mậu, Phường Từ Liêm, Thành phố Hà Nội, 10085, Việt Nam'}"
8bdf99c0-09ec-4b61-ab64-86884ca6e5d9,VNM,vietnam,Stop 26 1 S4,bus,21.036677497533613,105.77823835333072,,2025-09-11T05:11:32+07:00,{'name': 'Số 9 Hồ Tùng Mậu'}
446fec61-0ae3-44b1-875b-463eb14de27c,VNM,vietnam,Stop 26 1 S5,bus,21.0366908079234,105.78210470941976,,2025-09-11T05:11:45+07:00,{'name': 'Số 241 Xuân Thủy (Đối Diện ĐH Quốc Gia)'}
42ec994c-65bf-4523-ac74-2499a3a914c5,VNM,vietnam,random,bus,21.036336153565877,105.78597680975798,,2025-09-11T05:12:15+07:00,"{'name': 'Ngõ 167 Đường Xuân Thủy, Phường Cầu Giấy, Thành phố Hà Nội, 10141, Việt Nam'}"
